temperature,vibration,rpm,current,voltage,bearing_temperature,torque,lubrication_level,status
72.07,3.66,1503.99,11.77,411.46,67.86,24.3,69.5,Early Warning
71.31,3.48,1435.04,10.61,415.62,69.82,27.19,69.41,Early Warning
62.69,1.2,1466.35,10.11,412.86,58.94,24.37,79.2,Healthy
70.39,5.73,1446.01,11.04,412.22,82.96,24.98,35.28,Lubrication Failure
69.24,3.92,1425.22,10.87,418.03,79.85,19.88,24.14,Lubrication Failure
76.24,2.7,1436.9,10.41,412.89,63.05,19.38,73.57,Early Warning
56.99,2.02,1503.41,9.3,414.43,50.52,24.89,80.03,Healthy
67.12,6.24,1368.55,11.16,419.67,66.49,26.25,76.56,Motor Misalignment
74.14,2.4,1474.38,16.11,391.72,56.48,20.3,80.45,Electrical Fault
76.91,6.84,1398.66,10.73,408.73,73.78,24.29,34.37,Lubrication Failure
71.82,3.66,1468.73,11.12,411.37,69.55,23.99,70.65,Early Warning
71.82,2.74,1461.26,16.46,395.72,56.83,15.45,83.71,Electrical Fault
69.57,9.06,1402.49,11.66,412.26,85.93,25.99,45.25,Bearing Failure
78.75,3.23,1431.24,10.2,410.86,71.55,24.96,71.8,Early Warning
70.48,3.2,1498.02,18.12,398.91,61.82,18.99,84.46,Electrical Fault
71.83,7.31,1420.44,12.3,411.52,88.0,16.79,50.51,Bearing Failure
72.1,3.7,1502.34,17.46,402.26,65.07,27.24,76.94,Electrical Fault
62.99,2.57,1446.93,15.25,399.99,52.09,16.44,78.8,Electrical Fault
69.26,2.29,1458.39,16.77,389.28,55.7,17.76,77.65,Electrical Fault
71.66,9.17,1419.95,11.55,413.87,82.12,22.91,51.02,Bearing Failure
75.42,6.5,1421.7,11.29,412.03,85.2,26.16,30.5,Lubrication Failure
60.3,2.31,1368.73,17.29,389.56,58.1,23.44,78.01,Electrical Fault
56.77,2.06,1490.31,10.27,418.29,57.22,26.82,81.55,Healthy
78.28,3.22,1402.15,10.27,414.75,71.17,27.18,69.18,Early Warning
61.58,1.97,1507.75,10.2,415.91,60.06,27.2,81.82,Healthy
65.52,2.57,1417.68,18.96,399.59,63.14,24.13,85.05,Electrical Fault
91.99,2.59,1504.09,10.45,411.58,92.14,27.96,73.96,Overheating
71.27,3.73,1428.91,10.72,409.69,72.84,25.37,71.5,Early Warning
72.86,2.0,1433.25,17.29,393.71,53.7,19.04,87.24,Electrical Fault
57.93,1.93,1507.94,10.98,412.99,57.71,27.32,87.11,Healthy
78.66,3.27,1427.68,10.81,412.81,65.28,22.38,70.69,Early Warning
63.45,6.73,1444.1,10.35,415.95,89.94,17.38,26.92,Lubrication Failure
60.08,1.93,1439.34,16.76,396.37,64.91,19.29,80.6,Electrical Fault
93.84,2.27,1457.12,11.04,408.82,87.88,25.77,82.85,Overheating
58.53,2.22,1506.47,10.62,412.73,55.17,23.04,83.76,Healthy
66.23,4.13,1475.87,11.38,413.73,65.33,29.46,72.7,Motor Misalignment
76.12,7.05,1450.51,11.1,414.19,93.38,24.43,53.52,Bearing Failure
63.21,5.88,1417.36,10.93,409.35,77.26,24.87,36.93,Lubrication Failure
68.94,4.66,1472.75,11.08,414.15,66.36,25.92,81.51,Motor Misalignment
72.47,3.17,1412.51,17.91,384.3,62.53,19.14,86.01,Electrical Fault
74.9,2.71,1445.69,17.01,391.56,55.74,23.66,83.6,Electrical Fault
77.77,8.55,1303.87,10.86,413.79,88.46,27.87,59.8,Bearing Failure
61.54,6.95,1468.74,12.8,415.26,87.71,18.82,54.19,Bearing Failure
69.65,9.15,1405.16,10.95,410.57,91.56,21.09,47.38,Bearing Failure
68.15,5.81,1408.03,10.95,415.99,84.29,20.2,22.48,Lubrication Failure
71.99,5.53,1375.23,11.19,415.96,83.97,22.08,24.72,Lubrication Failure
97.74,2.27,1519.71,11.84,415.0,101.1,25.51,83.29,Overheating
71.49,4.18,1267.77,11.57,413.0,64.1,28.59,81.22,Motor Misalignment
74.9,5.58,1402.1,11.48,419.13,85.76,22.69,28.78,Lubrication Failure
73.22,3.5,1460.28,11.56,415.69,70.22,31.45,68.9,Early Warning
72.11,2.5,1424.03,17.3,408.32,64.01,20.62,80.53,Electrical Fault
60.2,1.33,1473.62,10.01,420.94,56.74,21.55,75.67,Healthy
59.85,1.77,1483.28,10.33,416.95,56.78,28.07,89.35,Healthy
65.24,5.39,1436.39,11.58,412.87,64.91,38.37,73.55,Motor Misalignment
77.24,4.04,1491.49,11.12,417.71,72.38,24.43,71.05,Early Warning
62.88,4.1,1326.14,10.85,411.54,65.43,21.49,77.35,Motor Misalignment
70.7,6.74,1366.4,11.84,416.57,99.75,21.72,50.67,Bearing Failure
72.34,7.73,1316.2,11.76,412.8,95.02,23.55,58.89,Bearing Failure
71.93,3.27,1414.23,16.49,392.52,61.86,20.29,80.84,Electrical Fault
61.55,3.2,1463.22,17.47,401.85,64.12,18.87,80.05,Electrical Fault
68.87,2.49,1480.0,16.63,399.0,57.59,15.62,81.86,Electrical Fault
66.22,6.38,1393.44,9.77,409.78,82.67,24.34,27.77,Lubrication Failure
72.4,7.51,1427.42,10.95,416.89,78.69,25.13,34.84,Lubrication Failure
61.23,1.9,1458.0,9.61,418.61,55.24,22.17,92.07,Healthy
76.1,4.14,1420.34,9.88,410.01,66.71,26.21,61.85,Early Warning
64.56,7.3,1358.29,10.64,411.15,96.69,22.89,58.93,Bearing Failure
70.61,5.36,1337.44,10.59,412.6,66.87,31.75,77.93,Motor Misalignment
60.12,2.09,1460.94,9.01,415.82,54.98,25.34,83.61,Healthy
61.08,5.93,1428.39,10.63,413.61,84.1,24.65,24.01,Lubrication Failure
77.72,3.29,1457.29,10.32,410.98,70.31,25.36,69.71,Early Warning
63.66,2.06,1500.62,18.66,409.92,62.75,18.52,80.0,Electrical Fault
61.0,1.15,1499.26,9.49,415.3,51.77,25.85,85.06,Healthy
68.01,2.46,1463.75,14.66,388.4,61.85,15.25,79.76,Electrical Fault
68.06,2.47,1508.2,16.38,386.98,66.24,11.17,82.12,Electrical Fault
71.26,7.67,1407.73,10.84,414.34,80.93,22.94,36.15,Lubrication Failure
66.27,2.86,1429.11,16.25,409.23,62.15,20.68,83.07,Electrical Fault
62.72,2.03,1432.15,15.87,389.57,57.75,21.92,82.41,Electrical Fault
65.1,1.69,1413.66,16.67,395.37,56.66,18.54,82.16,Electrical Fault
77.67,9.7,1349.33,11.51,414.48,79.35,17.91,55.77,Bearing Failure
79.97,5.32,1449.61,11.24,417.19,82.44,25.53,23.54,Lubrication Failure
75.07,5.15,1450.5,11.11,417.98,84.45,21.51,31.16,Lubrication Failure
98.72,1.94,1430.44,10.36,412.21,96.17,25.76,76.98,Overheating
66.67,2.03,1407.14,17.06,398.2,60.98,21.06,77.61,Electrical Fault
73.8,5.57,1424.92,10.73,415.21,81.75,27.86,30.23,Lubrication Failure
71.51,4.89,1381.56,11.91,412.07,85.23,18.75,29.93,Lubrication Failure
54.15,1.7,1500.15,10.08,416.14,55.73,24.47,85.86,Healthy
72.24,5.45,1391.83,10.68,416.56,84.28,25.87,26.41,Lubrication Failure
69.63,4.92,1305.56,11.21,417.93,69.49,31.42,77.79,Motor Misalignment
66.75,5.17,1374.04,10.93,411.32,86.46,22.54,33.97,Lubrication Failure
72.59,7.85,1436.22,11.11,413.39,83.43,12.86,35.14,Lubrication Failure
69.97,2.15,1460.84,18.83,395.28,61.28,25.67,79.91,Electrical Fault
66.46,10.25,1395.06,11.64,411.01,93.53,24.72,56.57,Bearing Failure
72.95,4.14,1462.25,10.91,412.22,70.54,26.63,71.19,Early Warning
68.04,8.93,1398.57,11.63,415.06,88.77,24.95,50.78,Bearing Failure
76.27,4.47,1415.26,9.56,409.84,71.46,24.08,66.35,Early Warning
71.21,8.75,1460.3,10.66,407.56,93.08,20.17,53.1,Bearing Failure
67.38,5.6,1362.79,10.82,411.5,61.72,35.5,72.96,Motor Misalignment
66.08,5.16,1386.2,11.59,416.51,90.78,20.46,27.28,Lubrication Failure
65.67,4.69,1341.1,12.24,419.46,64.02,27.9,71.56,Motor Misalignment
92.64,1.86,1476.75,11.55,414.62,89.05,26.62,84.09,Overheating
72.14,2.3,1459.27,15.6,389.51,58.26,14.3,83.04,Electrical Fault
62.48,1.4,1466.64,10.41,413.19,53.82,21.29,82.96,Healthy
68.36,4.83,1316.92,11.34,417.96,65.59,33.7,76.72,Motor Misalignment
59.7,1.92,1505.35,9.85,413.42,54.26,27.3,82.8,Healthy
65.49,3.34,1434.93,16.89,391.58,61.08,17.16,80.88,Electrical Fault
75.84,4.15,1393.2,11.75,415.08,79.7,22.2,32.73,Lubrication Failure
63.22,1.55,1534.1,17.22,379.99,54.58,21.65,79.39,Electrical Fault
97.92,1.87,1497.26,12.78,412.29,101.69,26.98,77.75,Overheating
70.81,6.72,1450.02,11.16,413.01,80.42,18.77,30.9,Lubrication Failure
54.41,1.81,1500.62,9.94,418.64,46.98,25.79,89.68,Healthy
73.36,5.18,1396.9,10.4,420.47,65.86,23.71,81.27,Motor Misalignment
72.15,4.04,1405.36,11.33,415.12,68.47,20.35,64.09,Early Warning
66.33,3.02,1429.29,16.99,402.03,60.1,17.41,81.81,Electrical Fault
70.01,8.73,1392.21,10.43,412.55,80.33,28.32,53.71,Bearing Failure
70.77,5.34,1453.21,11.53,415.92,81.29,18.72,29.93,Lubrication Failure
59.91,1.92,1507.99,9.82,412.82,61.37,27.01,87.47,Healthy
73.38,3.67,1457.8,11.38,412.73,71.59,26.24,70.6,Early Warning
71.03,3.69,1324.14,10.95,415.44,71.28,25.11,75.87,Motor Misalignment
102.06,2.33,1449.31,12.06,410.95,91.35,25.49,78.71,Overheating
69.04,6.93,1364.71,11.48,415.55,65.29,33.81,75.7,Motor Misalignment
91.11,1.78,1470.07,11.39,411.4,89.1,25.79,76.96,Overheating
58.25,1.72,1499.77,10.24,419.32,57.2,26.92,89.34,Healthy
60.77,2.27,1492.76,9.53,413.65,56.36,21.87,86.91,Healthy
71.77,4.38,1514.18,11.51,413.17,63.74,26.81,78.96,Motor Misalignment
76.35,4.9,1371.51,10.14,408.64,77.8,20.42,37.56,Lubrication Failure
73.41,2.68,1475.82,17.22,394.24,54.25,20.75,81.95,Electrical Fault
76.23,7.39,1412.86,11.21,413.32,92.49,25.27,58.54,Bearing Failure
69.82,2.91,1466.69,15.36,393.2,62.36,22.03,86.35,Electrical Fault
68.36,6.0,1373.68,10.29,415.68,65.0,24.96,73.13,Motor Misalignment
92.2,2.68,1445.26,10.02,413.59,86.63,23.48,78.09,Overheating
97.08,2.22,1432.79,10.83,415.94,85.9,26.33,81.29,Overheating
75.17,3.35,1472.76,10.72,413.98,72.46,19.55,67.75,Early Warning
71.15,9.01,1344.64,11.77,408.45,91.12,20.35,55.4,Bearing Failure
59.43,1.92,1467.19,10.35,417.29,55.14,23.26,82.06,Healthy
63.68,2.11,1497.3,10.44,417.6,54.74,23.61,83.09,Healthy
55.15,2.53,1468.1,9.48,411.88,50.51,27.71,92.27,Healthy
71.1,10.62,1413.45,10.95,412.53,82.3,23.06,58.42,Bearing Failure
77.58,3.16,1415.5,10.89,409.11,67.11,25.93,71.95,Early Warning
88.36,2.8,1442.51,11.95,416.01,89.69,26.88,81.4,Overheating
77.02,7.02,1474.67,11.16,420.5,81.69,28.14,27.68,Lubrication Failure
74.14,8.04,1282.6,10.64,414.91,87.49,21.74,42.52,Bearing Failure
69.76,5.08,1379.35,12.01,412.88,61.08,24.24,78.52,Motor Misalignment
70.4,2.85,1422.72,16.55,380.27,59.48,19.16,80.98,Electrical Fault
101.5,2.12,1459.92,10.12,420.58,92.65,24.62,85.08,Overheating
92.02,2.23,1538.81,11.48,418.83,87.85,28.14,80.08,Overheating
68.97,5.56,1325.23,11.29,412.1,61.18,35.63,74.91,Motor Misalignment
67.79,2.03,1418.98,15.67,387.55,56.81,25.1,83.11,Electrical Fault
59.68,1.77,1500.63,10.24,422.6,55.57,26.33,79.94,Healthy
60.77,1.3,1513.99,9.52,416.11,53.44,24.47,82.73,Healthy
76.6,3.87,1456.54,11.79,415.99,78.04,33.3,64.73,Early Warning
61.37,1.6,1492.74,9.81,411.41,56.46,24.06,85.04,Healthy
70.29,5.23,1481.78,11.03,415.38,76.68,24.46,27.95,Lubrication Failure
98.62,2.47,1490.51,11.61,414.61,83.42,25.24,74.59,Overheating
96.41,2.73,1482.01,11.08,413.14,91.05,29.4,78.49,Overheating
71.81,3.5,1460.19,10.9,416.46,68.7,30.21,76.37,Early Warning
97.68,1.62,1487.81,11.02,412.41,90.91,24.12,82.52,Overheating
67.97,6.52,1342.18,12.22,415.02,64.62,28.79,77.98,Motor Misalignment
56.02,1.73,1490.89,9.93,417.55,56.66,23.5,85.41,Healthy
62.39,1.89,1501.59,8.7,421.17,52.32,29.1,80.65,Healthy
70.33,7.9,1424.64,11.36,416.93,83.68,21.64,52.0,Bearing Failure
79.25,4.46,1443.44,10.87,411.2,70.01,22.35,69.71,Early Warning
74.37,3.42,1400.04,10.9,409.22,64.46,20.74,74.53,Early Warning
97.62,2.44,1486.05,10.77,413.43,88.7,22.51,80.18,Overheating
64.56,1.96,1458.14,14.87,393.85,58.94,19.64,83.21,Electrical Fault
97.32,1.75,1474.74,10.64,411.89,89.0,27.8,83.32,Overheating
63.22,5.77,1402.93,11.69,419.01,88.76,25.47,30.41,Lubrication Failure
60.68,2.08,1477.78,9.41,411.72,55.87,27.49,83.71,Healthy
72.58,5.77,1405.54,11.35,413.53,81.39,21.74,25.29,Lubrication Failure
70.36,6.61,1408.03,10.4,416.97,78.7,22.46,36.37,Lubrication Failure
70.62,6.44,1377.45,10.08,411.15,65.54,32.9,81.01,Motor Misalignment
71.49,7.28,1294.0,11.53,412.7,86.66,21.86,51.26,Bearing Failure
60.97,1.71,1477.97,10.33,415.04,57.67,26.58,80.73,Healthy
73.27,3.32,1453.89,11.32,412.31,72.85,23.76,68.49,Early Warning
78.53,3.55,1417.8,11.62,411.24,74.26,28.21,70.17,Early Warning
70.08,6.44,1445.72,11.52,415.99,85.86,19.92,34.56,Lubrication Failure
68.71,6.01,1428.43,11.17,417.78,83.93,18.32,31.01,Lubrication Failure
77.09,3.45,1430.13,10.95,408.17,70.58,19.91,69.14,Early Warning
67.73,3.04,1471.99,15.06,380.12,57.55,26.95,82.77,Electrical Fault
72.41,8.7,1415.52,10.71,412.55,93.42,20.3,51.42,Bearing Failure
70.13,5.66,1310.73,11.26,415.1,62.85,27.86,79.54,Motor Misalignment
100.76,1.91,1485.65,11.15,414.26,90.46,26.07,80.64,Overheating
66.24,4.87,1378.69,10.53,411.76,55.5,36.92,82.93,Motor Misalignment
65.58,6.56,1349.88,12.08,408.66,83.6,24.25,49.86,Bearing Failure
73.65,3.16,1390.79,11.04,413.49,72.37,26.73,69.41,Early Warning
96.68,1.79,1461.19,12.01,411.71,92.56,24.11,83.03,Overheating
65.96,8.65,1477.6,11.34,418.53,88.82,22.83,55.58,Bearing Failure
67.14,4.76,1394.1,11.33,412.72,87.08,20.82,35.41,Lubrication Failure
61.65,1.86,1471.04,9.97,415.79,52.3,25.38,80.64,Healthy
96.5,2.12,1502.68,11.23,417.85,88.14,28.14,86.1,Overheating
72.24,6.02,1416.29,11.94,413.48,85.46,23.89,34.44,Lubrication Failure
68.51,5.34,1457.39,11.51,409.36,60.74,33.07,76.45,Motor Misalignment
96.64,2.7,1508.47,10.66,409.53,84.73,25.38,84.39,Overheating
64.36,8.88,1441.2,12.24,415.63,83.41,23.83,57.48,Bearing Failure
94.89,1.82,1447.52,11.48,411.73,82.98,27.71,81.38,Overheating
76.65,4.54,1417.56,10.19,409.85,67.89,21.08,70.28,Early Warning
63.25,1.77,1433.87,17.61,408.64,61.79,16.14,81.93,Electrical Fault
78.44,8.65,1414.56,11.77,413.59,99.75,20.47,50.16,Bearing Failure
59.96,1.12,1496.18,9.92,421.29,50.63,24.22,90.12,Healthy
67.06,5.27,1473.65,10.38,411.6,83.17,20.67,30.44,Lubrication Failure
62.36,2.16,1487.79,9.74,414.29,54.57,22.98,88.8,Healthy
60.46,2.09,1524.76,9.67,417.81,52.65,28.65,81.6,Healthy
79.14,4.12,1476.06,9.06,414.32,70.64,23.9,71.83,Early Warning
61.67,1.66,1509.31,9.49,419.51,53.02,26.0,88.2,Healthy
70.06,6.18,1365.72,11.88,411.79,84.23,22.24,24.23,Lubrication Failure
70.25,4.79,1425.82,10.89,411.65,79.65,25.2,22.95,Lubrication Failure
73.17,7.93,1471.39,11.36,412.4,86.55,25.94,50.21,Bearing Failure
70.96,8.48,1343.51,12.41,411.28,92.6,26.48,58.02,Bearing Failure
69.09,5.62,1390.98,11.98,407.1,79.77,19.4,21.39,Lubrication Failure
68.4,1.69,1466.66,10.45,412.82,58.9,24.44,83.1,Healthy
76.11,3.66,1412.89,10.83,414.61,69.37,23.14,75.71,Early Warning
74.17,2.86,1458.5,15.32,407.18,59.77,19.13,83.67,Electrical Fault
59.61,1.92,1491.16,9.21,412.4,58.84,25.15,86.35,Healthy
68.36,5.07,1452.82,9.8,413.48,85.2,15.42,30.32,Lubrication Failure
76.2,6.02,1441.14,10.28,418.18,78.89,24.71,31.32,Lubrication Failure
65.52,1.42,1476.61,9.35,420.18,53.61,24.95,83.79,Healthy
72.08,5.27,1473.1,10.81,412.07,82.73,19.28,34.83,Lubrication Failure
76.67,3.15,1456.11,10.75,414.38,71.14,24.21,72.38,Early Warning
70.08,4.18,1480.48,10.41,405.44,69.78,27.37,74.77,Early Warning
94.77,1.33,1489.41,11.06,410.7,89.58,25.48,85.29,Overheating
63.49,2.01,1440.47,15.82,403.78,61.06,18.4,85.29,Electrical Fault
72.69,3.77,1416.01,10.45,416.4,69.46,23.56,72.08,Early Warning
62.25,5.8,1353.59,11.11,417.91,79.54,20.32,24.97,Lubrication Failure
66.09,2.38,1517.9,15.28,401.52,65.09,18.46,82.78,Electrical Fault
92.12,2.06,1482.99,11.96,411.43,91.16,27.55,81.71,Overheating
63.24,2.6,1393.17,16.77,405.72,62.67,18.13,82.82,Electrical Fault
73.39,9.43,1425.83,11.46,411.13,87.59,27.96,56.37,Bearing Failure
71.15,8.49,1360.16,11.15,411.59,80.56,19.03,54.0,Bearing Failure
69.71,5.58,1374.44,11.33,420.57,67.56,31.91,73.89,Motor Misalignment
100.85,1.77,1472.05,11.71,419.92,86.03,24.52,81.14,Overheating
69.55,2.04,1289.72,15.57,399.29,59.18,21.95,85.32,Electrical Fault
63.35,2.14,1482.55,10.12,412.46,54.44,25.64,74.77,Healthy
67.39,5.33,1414.17,11.02,415.21,65.75,29.03,80.05,Motor Misalignment
76.81,2.2,1432.79,11.26,411.77,70.11,26.25,70.24,Early Warning
68.77,3.45,1401.36,14.42,396.22,62.64,12.28,81.99,Electrical Fault
72.05,8.93,1349.11,11.49,415.47,83.62,22.38,60.75,Bearing Failure
74.37,7.39,1358.42,12.04,411.1,91.5,28.03,47.72,Bearing Failure
72.38,7.89,1440.06,11.31,413.53,74.77,21.99,61.32,Bearing Failure
63.58,1.15,1459.72,10.4,415.18,55.75,22.35,84.93,Healthy
78.91,3.18,1384.86,11.5,409.16,69.41,24.62,71.16,Early Warning
60.73,1.71,1480.68,9.27,415.67,59.84,25.41,80.85,Healthy
60.22,1.52,1489.73,9.39,415.51,56.28,25.8,85.04,Healthy
68.67,5.99,1317.51,10.74,412.07,66.0,31.83,76.2,Motor Misalignment
74.21,6.11,1447.93,10.62,414.08,84.7,19.21,33.05,Lubrication Failure
70.54,5.14,1403.99,10.52,412.31,65.39,25.58,77.3,Motor Misalignment
70.64,7.36,1417.53,11.64,421.28,88.65,27.04,47.51,Bearing Failure
72.45,9.33,1434.44,12.35,418.83,85.97,31.42,44.9,Bearing Failure
71.81,6.72,1358.43,11.94,411.62,90.9,19.53,59.29,Bearing Failure
76.65,3.45,1420.05,10.33,415.2,72.04,22.6,73.64,Early Warning
73.63,3.37,1437.0,11.73,413.09,66.29,20.41,70.42,Early Warning
73.31,3.3,1426.12,11.62,412.88,70.24,22.68,71.39,Early Warning
67.95,8.95,1497.51,10.52,411.66,81.07,20.49,53.53,Bearing Failure
72.23,2.19,1481.3,15.37,393.45,55.47,24.33,79.92,Electrical Fault
92.09,1.96,1464.58,10.68,413.97,84.88,28.17,79.57,Overheating
76.35,6.81,1448.65,10.96,416.25,78.7,22.65,29.73,Lubrication Failure
65.02,4.77,1349.22,10.66,414.64,67.32,26.36,82.31,Motor Misalignment
73.72,8.28,1454.96,10.87,415.9,86.59,18.66,57.97,Bearing Failure
58.9,1.47,1464.76,9.68,410.64,53.13,26.49,83.87,Healthy
75.82,3.89,1384.9,10.86,417.94,71.66,18.39,71.98,Early Warning
70.12,6.9,1416.23,9.69,416.65,85.33,22.13,26.06,Lubrication Failure
76.32,8.83,1467.18,12.61,411.24,89.37,21.73,47.59,Bearing Failure
75.84,5.96,1430.69,11.31,412.61,86.75,18.91,29.34,Lubrication Failure
71.38,8.85,1311.55,11.04,418.48,91.15,24.36,51.68,Bearing Failure
68.44,2.35,1418.9,18.53,406.2,66.36,18.38,79.95,Electrical Fault
67.58,4.51,1324.16,10.91,418.19,60.47,30.15,74.25,Motor Misalignment
71.65,5.88,1417.82,11.29,408.71,77.55,20.54,36.63,Lubrication Failure
70.34,6.07,1368.21,10.15,414.19,58.67,27.36,78.73,Motor Misalignment
71.18,5.55,1397.74,11.77,405.45,66.17,31.57,80.47,Motor Misalignment
70.23,6.8,1429.25,10.85,415.73,59.99,32.45,80.25,Motor Misalignment
96.63,2.0,1429.87,10.86,410.81,91.99,27.61,73.48,Overheating
69.84,3.23,1420.99,10.89,406.18,69.72,27.08,74.87,Early Warning
93.47,1.78,1488.79,12.05,414.21,91.81,25.53,78.49,Overheating
73.12,3.12,1459.79,10.56,415.47,71.05,21.38,69.79,Early Warning
68.55,2.92,1448.78,16.87,411.96,60.82,28.95,85.79,Electrical Fault
73.77,5.66,1398.74,10.68,413.35,68.82,30.45,79.92,Motor Misalignment
75.67,4.08,1495.18,11.76,415.74,69.55,22.13,70.05,Early Warning
67.19,2.55,1490.05,13.96,392.19,62.73,20.74,78.62,Electrical Fault
73.44,7.47,1486.93,11.65,404.76,96.3,23.02,53.02,Bearing Failure
90.84,1.96,1492.89,11.7,407.51,90.35,25.03,74.23,Overheating
69.93,3.88,1465.97,10.9,414.2,72.24,21.56,67.88,Early Warning
101.21,2.14,1461.2,10.41,410.69,90.05,27.7,83.92,Overheating
61.69,1.81,1446.12,10.62,415.41,52.54,26.99,82.97,Healthy
66.01,5.9,1376.35,11.42,409.82,64.24,35.75,73.52,Motor Misalignment
68.35,8.31,1388.19,11.54,417.56,85.42,20.27,46.36,Bearing Failure
68.93,7.82,1398.88,11.58,411.13,88.94,22.48,58.51,Bearing Failure
71.77,6.2,1454.37,11.08,413.55,79.86,25.19,28.29,Lubrication Failure
60.27,1.73,1475.75,9.52,414.15,55.72,27.88,84.87,Healthy
75.06,3.89,1448.89,10.91,410.14,69.56,26.53,68.48,Early Warning
64.95,2.58,1453.71,14.6,393.15,55.16,18.04,83.3,Electrical Fault
62.55,1.59,1515.77,10.41,418.16,55.42,31.48,88.16,Healthy
78.83,8.25,1344.65,12.8,415.71,90.28,27.61,57.57,Bearing Failure
72.69,2.75,1416.21,15.98,388.53,62.03,18.65,77.76,Electrical Fault
63.41,1.79,1490.31,10.61,419.65,58.77,23.29,83.51,Healthy
70.23,1.73,1429.67,16.46,407.52,63.38,19.99,83.21,Electrical Fault
67.23,3.12,1436.02,17.67,404.1,53.06,19.62,79.07,Electrical Fault
93.88,2.82,1447.65,10.55,417.32,88.91,25.78,83.22,Overheating
94.27,3.0,1504.89,11.37,415.17,88.54,22.49,81.37,Overheating
64.54,8.85,1427.69,11.04,417.98,89.7,19.99,63.1,Bearing Failure
76.93,4.27,1428.96,11.67,409.87,66.76,26.26,65.49,Early Warning
66.67,2.48,1458.81,19.52,383.34,56.29,16.78,82.81,Electrical Fault
73.96,7.96,1494.78,12.49,410.84,94.85,27.83,52.2,Bearing Failure
69.47,6.11,1354.36,10.76,406.96,83.31,21.16,29.34,Lubrication Failure
70.55,6.42,1415.36,11.79,416.65,63.97,24.67,74.15,Motor Misalignment
94.25,1.89,1480.16,11.09,414.7,89.5,24.6,81.93,Overheating
62.65,1.68,1493.99,10.69,413.94,53.1,28.74,84.86,Healthy
65.64,1.76,1511.61,9.31,413.59,52.98,27.94,83.24,Healthy
73.48,9.43,1536.03,11.77,413.36,84.6,21.64,44.76,Bearing Failure
59.48,2.15,1511.19,9.27,411.69,52.5,23.29,84.73,Healthy
61.28,2.11,1472.2,15.79,392.12,53.94,21.96,77.98,Electrical Fault
64.87,3.45,1469.4,16.73,398.73,52.59,18.22,83.36,Electrical Fault
57.92,2.05,1473.16,9.8,413.25,54.86,25.56,81.98,Healthy
71.07,7.0,1338.11,10.7,413.35,61.65,32.69,80.03,Motor Misalignment
70.26,5.53,1440.68,10.84,416.92,87.75,25.3,36.82,Lubrication Failure
74.08,8.73,1413.49,11.7,418.12,89.28,20.65,51.92,Bearing Failure
100.47,2.68,1488.83,10.95,419.21,90.06,27.88,85.87,Overheating
75.2,2.93,1464.61,10.18,413.85,68.85,22.66,70.52,Early Warning
74.78,6.99,1382.99,10.44,416.08,80.36,23.66,27.89,Lubrication Failure
69.85,3.34,1369.86,11.9,414.79,68.09,20.67,73.08,Early Warning
57.88,1.77,1510.19,9.87,413.4,53.04,25.68,83.93,Healthy
66.84,1.89,1517.74,9.76,414.44,52.86,19.7,80.87,Healthy
72.69,5.74,1456.22,11.5,410.1,84.92,22.41,33.56,Lubrication Failure
69.36,6.51,1381.69,11.15,414.34,82.47,24.34,24.9,Lubrication Failure
72.06,4.1,1433.74,11.14,410.36,69.91,19.88,70.3,Early Warning
67.65,2.39,1444.81,15.24,402.13,64.84,16.36,86.86,Electrical Fault
65.09,5.89,1265.34,11.31,410.62,69.55,28.02,82.36,Motor Misalignment
92.43,0.9,1471.33,10.46,413.37,90.01,29.54,80.91,Overheating
92.25,1.81,1462.19,10.67,415.21,90.28,23.81,79.92,Overheating
56.52,1.8,1477.71,9.51,413.31,56.43,24.36,83.05,Healthy
62.59,1.85,1512.54,10.19,412.04,50.51,23.58,86.69,Healthy
70.49,8.27,1359.55,11.59,413.63,84.45,21.44,56.08,Bearing Failure
59.63,2.02,1462.44,9.46,417.63,55.81,25.82,90.58,Healthy
63.39,4.84,1500.99,10.65,414.39,61.02,36.71,77.1,Motor Misalignment
66.64,4.44,1238.26,11.78,411.71,64.25,32.15,74.43,Motor Misalignment
72.43,6.61,1461.92,9.55,411.81,76.52,20.04,36.94,Lubrication Failure
74.52,5.35,1386.54,11.05,409.39,86.03,21.33,24.15,Lubrication Failure
74.97,2.83,1451.61,10.06,414.04,65.59,22.85,72.68,Early Warning
74.8,2.95,1394.31,12.06,413.98,67.53,25.39,76.57,Early Warning
69.29,4.97,1360.76,11.3,417.82,84.23,20.55,21.42,Lubrication Failure
70.67,3.74,1443.79,11.25,409.21,75.37,26.13,69.14,Early Warning
64.4,6.25,1409.46,10.62,414.44,62.11,27.24,80.06,Motor Misalignment
60.19,1.81,1498.22,10.0,420.16,48.04,21.0,83.37,Healthy
80.65,4.5,1411.8,11.28,415.61,72.28,22.94,73.84,Early Warning
99.74,1.58,1491.03,10.78,411.12,97.89,24.09,76.61,Overheating
79.97,5.51,1452.07,10.95,415.71,88.48,15.99,29.67,Lubrication Failure
90.94,2.07,1433.51,11.36,417.74,93.64,27.63,82.52,Overheating
68.34,5.74,1480.84,11.77,413.68,85.26,22.36,21.13,Lubrication Failure
73.92,7.05,1394.75,11.53,416.17,78.09,19.82,39.02,Lubrication Failure
63.44,9.64,1443.91,11.72,413.16,97.27,30.41,53.96,Bearing Failure
